num_distr,mouse.time,mouse.clicked_name,,,,,,,,num_distr,mouse.time,mouse.clicked_name
5,[1.1999598001129925],['target'],,,,,,,,10,[2.2766915999818593],['target']
5,[1.6806606999598444],['target'],,,,,,,,10,[2.3628587001003325],['target']
5,[1.9306184998713434],['target'],,,,,,,,10,[1.9963799000252038],['target']
5,[1.532048499910161],['target'],,,,,,,,10,[2.198118600063026],['target']
5,[1.63151969993487],['target'],,,,,,,,10,[1.391665899893269],[]
5,[2.6111380998045206],['target'],,,,,,,,10,[2.2779576000757515],['target']
5,[1.1663909999188036],[],,,,,,,,10,[2.325991000048816],['target']
5,[1.5642144999001175],[],,,,,,,,10,[2.4196977999527007],['target']
5,[2.0971212000586092],['target'],,,,,,,,10,[1.713438899954781],['target']
5,[1.2990309000015259],['target'],,,,,,,,10,[2.247040699934587],['target']
5,[1.8481268000323325],['target'],,,,,,,,10,[1.7059239998925477],[]
5,[1.7141219999175519],['target'],,,,,,,,10,[2.2209146998357028],['target']
5,[1.3333029001951218],['target'],,,,,,,,10,[1.347645599860698],['target']
5,[2.5113747001159936],[],,,,,,,,10,[2.4960069998633116],['target']
5,[1.3990871999412775],['target'],,,,,,,,10,[2.553789099911228],['target']
5,[1.348998999921605],['target'],,,,,,,,10,[2.7606154000386596],['target']
5,[1.2661109999753535],['target'],,,,,,,,10,[1.8604562000837177],['target']
5,[2.2444132000673562],['target'],,,,,,,,10,[1.7853431000839919],['target']
5,[1.3159419998992234],['target'],,,,,,,,10,[3.2118686998728663],['target']
5,[1.7475626999512315],['target'],,,,,,,,10,[1.8125652999151498],['target']
5,[1.8971998000051826],['target'],,,,,,,,10,[1.9892496999818832],[]
5,[1.0830736998468637],['target'],,,,,,,,10,[1.5887082000263035],['target']
5,[1.7966064000502229],['target'],,,,,,,,10,[2.0861095001455396],['target']
5,[1.6314228000119328],['target'],,,,,,,,10,[4.50829410017468],['target']
5,[1.5492885001003742],['target'],,,,,,,,10,[3.410959499888122],[]
5,[1.183736100094393],['target'],,,,,,,,10,[2.699466799851507],['target']
5,[0.883687200024724],['target'],,,,,,,,10,[2.5956337000243366],['target']
5,[1.1330560999922454],['target'],,,,,,,,10,[2.0925413998775184],['target']
5,[1.9466391000896692],['target'],,,,,,,,10,[1.9118917000014335],['target']
5,[1.3832916000392288],['target'],,,,,,,,10,[3.659910599933937],['target']
5,[1.8336251999717206],['target'],,,,,,,,10,[2.0136368998792022],['target']
5,[1.7803803000133485],['target'],,,,,,,,10,[2.4733313999604434],['target']
5,[1.2161320000886917],['target'],,,,,,,,10,[1.9619433002080768],[]
5,[1.5644848998636007],['target'],,,,,,,,10,[1.2496740000788122],['target']
5,[2.311598700005561],['target'],,,,,,,,10,[2.0528062998782843],['target']
5,[1.298566599842161],['target'],,,,,,,,10,[2.0124929000157863],['target']
5,[2.4451619999017566],[],,,,,,,,10,[1.4229852000717074],['target']
5,[1.349382699932903],['target'],,,,,,,,10,[2.8923011000733823],['target']
5,[1.5148527000565082],['target'],,,,,,,,10,[1.471366300014779],['target']
5,[1.7313339000102133],['target'],,,,,,,,10,[2.4164996999315917],['target']
5,[1.532859900034964],['target'],,,,,,,,10,[2.448757000034675],['target']
5,[1.330531399929896],['target'],,,,,,,,10,[3.2759262998588383],['target']
5,[1.7485640000086278],['target'],,,,,,,,10,[3.0144648000132293],['target']
5,[1.880773999961093],[],,,,,,,,10,[2.997729199938476],['target']
5,[1.58223249996081],[],,,,,,,,10,[2.160074600018561],['target']
5,[2.2459462000988424],['target'],,,,,,,,10,[1.6365745000075549],['target']
5,[1.4002362999599427],['target'],,,,,,,,10,[1.51873160013929],['target']
5,[1.8467359999194741],['target'],,,,,,,,10,[2.0681439000181854],['target']
5,[1.1166972001083195],[],,,,,,,,10,[1.639587099896744],['target']
5,[2.0464945998974144],['target'],,,,,,,,10,[2.1364060000050813],['target']
5,[1.5659590000286698],['target'],,,,,,,,10,[2.248062999919057],['target']
5,[1.2496517000254244],['target'],,,,,,,,10,[3.06024120002985],['target']
5,[1.6649453998543322],['target'],,,,,,,,10,[1.6961173999588937],['target']
5,[1.6475460999645293],['target'],,,,,,,,10,[2.7290461000520736],['target']
5,[1.3830558001063764],['target'],,,,,,,,10,[2.97818630002439],['target']
5,[1.2669555000029504],['target'],,,,,,,,10,[6.599031599937007],['target']
5,[1.3825369998812675],['target'],,,,,,,,10,[4.855682900175452],['target']
5,[1.398623300017789],[],,,,,,,,10,[1.762613199884072],['target']
5,[1.4163702998775989],['target'],,,,,,,,10,[2.148962700041011],['target']
5,[1.5155246001668274],[],,,,,,,,10,[1.672440400114283],['target']
5,[1.2165504000149667],['target'],,,,,,,,10,[2.2847603999543935],['target']
5,[1.5988467000424862],['target'],,,,,,,,10,[1.4674548998009413],['target']
5,[1.532234099926427],['target'],,,,,,,,10,[3.2886755999643356],['target']
5,[1.3834478999488056],['target'],,,,,,,,10,[1.3703301998320967],['target']
5,[2.2774229999631643],['target'],,,,,,,,10,[1.7268664999864995],['target']
5,[1.4972230000421405],['target'],,,,,,,,10,[5.384494400117546],['target']
5,[1.7134757000021636],['target'],,,,,,,,10,[2.8666583001613617],['target']
5,[1.5318815000355244],['target'],,,,,,,,10,[2.4804652999155223],['target']
5,[2.9255651000421494],['target'],,,,,,,,10,[3.308719899971038],['target']
5,[1.8444763000588864],['target'],,,,,,,,10,[2.67598839988932],['target']
5,[2.255242299987003],[],,,,,,,,10,[2.0122783998958766],['target']
5,[1.386659099953249],['target'],,,,,,,,10,[1.7938936001155525],['target']
5,[2.073169299867004],['target'],,,,,,,,10,[1.4729877999052405],['target']
5,[2.052832899847999],['target'],,,,,,,,10,[1.6495449000503868],['target']
5,[1.661656899843365],['target'],,,,,,,,10,[1.361367099918425],['target']
5,[1.7438066001050174],['target'],,,,,,,,10,[1.9846105000469834],['target']
5,[2.1401707001496106],['target'],,,,,,,,10,[3.0810227999463677],['target']
5,[1.6400983999483287],['target'],,,,,,,,10,[1.959912900114432],['target']
5,[2.3247950999066234],['target'],,,,,,,,10,[2.717999199870974],['target']
5,[2.3773210998624563],['target'],,,,,,,,10,[1.4381963000632823],['target']
5,[1.9363989001139998],['target'],,,,,,,,10,[1.9951920001767576],[]
5,[1.7738101999275386],['target'],,,,,,,,10,[4.484379000030458],[]
5,[2.0009944001212716],[],,,,,,,,10,[3.8700170998927206],['target']
5,[1.4866998000070453],['target'],,,,,,,,10,[2.920480800094083],['target']
5,[2.652391300071031],['target'],,,,,,,,10,[1.2571681998670101],['target']
5,[2.151288399938494],['target'],,,,,,,,10,[1.7474072000477463],['target']
5,[1.0450725997798145],['target'],,,,,,,,10,[1.8002536999993026],['target']
5,[1.6045546000823379],['target'],,,,,,,,10,[3.487781200092286],['target']
5,[2.684773800196126],['target'],,,,,,,,10,[1.794440499972552],['target']
5,[2.0385297001339495],['target'],,,,,,,,10,[3.1768159999046475],['target']
5,[2.012655399972573],['target'],,,,,,,,10,[1.605701999971643],['target']
5,[2.5504056999925524],['target'],,,,,,,,10,[2.0170368999242783],['target']
5,[2.625440799864009],['target'],,,,,,,,10,[4.70865419995971],[]
5,[1.475596200209111],['target'],,,,,,,,10,[3.105837400071323],['target']
5,[2.507202300010249],['target'],,,,,,,,10,[1.615336999995634],['target']
5,[1.922221700195223],[],,,,,,,,10,[1.6907377999741584],[]
5,[1.9575730999931693],[],,,,,,,,10,[2.562383900163695],['target']
5,[1.5724364998750389],[],,,,,,,,10,[1.6855407999828458],['target']
5,[1.4303506000433117],['target'],,,,,,,,10,[2.2295397000852972],[]
5,[1.7877684999257326],['target'],,,,,,,,10,[2.659633900038898],['target']
5,[1.8765179999172688],['target'],,,,,,,,10,[4.914162100059912],['target']
5,[2.4478792999871075],['target'],,,,,,,,10,[2.1414224000182003],['target']
5,[3.6362356999889016],[],,,,,,,,10,[1.9132817999925464],['target']
5,[2.1704555999021977],['target'],,,,,,,,10,[5.7655086000449955],['target']
5,[3.2845596000552177],[],,,,,,,,10,[1.6141597998794168],['target']
5,[1.9788627000525594],['target'],,,,,,,,10,[2.098151500103995],[]
5,[1.6832073999103159],['target'],,,,,,,,10,[1.1830812999978662],['target']
5,[2.169022799935192],[],,,,,,,,10,[2.6138798999600112],['target']
5,[1.3632812998257577],['target'],,,,,,,,10,[2.7885401998646557],[]
5,[1.3792391000315547],['target'],,,,,,,,10,[2.4994353998918086],['target']
5,[2.1093017000239342],['target'],,,,,,,,10,[1.6189676998183131],['target']
5,[1.1840160000137985],['target'],,,,,,,,10,[2.2186116999946535],['target']
5,[1.5553107000887394],[],,,,,,,,10,[1.3669624000322074],['target']
5,[1.5798112000338733],['target'],,,,,,,,10,[1.697393000125885],['target']
5,[1.3653313999529928],['target'],,,,,,,,10,[2.117244499968365],['target']
5,[1.855879600159824],['target'],,,,,,,,10,[1.8510056999512017],['target']
5,[2.23837159993127],['target'],,,,,,,,10,[1.7347011999227107],['target']
5,[2.1378500999417156],[],,,,,,,,10,[1.4495371000375599],[]
5,[1.5595333999954164],['target'],,,,,,,,10,[2.79814810003154],[]
5,[1.0789110001642257],['target'],,,,,,,,10,[1.5094600000884384],[]
5,[2.467499600024894],['target'],,,,,,,,10,[1.883958199992776],['target']
5,[1.5717269000597298],[],,,,,,,,10,[1.8654527999460697],['target']
5,[2.494912500027567],[],,,,,,,,10,[1.2233488999772817],['target']
5,[1.1617294999305159],['target'],,,,,,,,10,[3.357431600103155],['target']
5,[2.0573346000164747],['target'],,,,,,,,10,[4.031301700044423],['target']
5,[1.823712799930945],['target'],,,,,,,,10,[2.6486644002143294],['target']
5,[1.5748574999161065],['target'],,,,,,,,10,[6.448274099966511],['target']
5,[1.1976125999353826],['target'],,,,,,,,10,[1.7191564999520779],[]
5,[1.8391428999602795],['target'],,,,,,,,10,[1.9322159998118877],['target']
5,[1.6776683998759836],[],,,,,,,,10,[1.999030000064522],['target']
5,[1.7966689998283982],['target'],,,,,,,,10,[1.3933675000444055],['target']
5,[1.5621348000131547],['target'],,,,,,,,10,[1.6653621001169086],['target']
5,[1.805307799950242],['target'],,,,,,,,10,[1.809550300007686],['target']
5,[1.3256955000106245],['target'],,,,,,,,10,[1.7830149999354035],['target']
5,[2.339067099848762],['target'],,,,,,,,10,[1.265036700060591],[]
5,[2.361731099896133],['target'],,,,,,,,10,[2.702281199861318],['target']
5,[1.6899456998798996],['target'],,,,,,,,10,[1.6810389999300241],[]
5,[1.8551884000189602],['target'],,,,,,,,10,[1.4952781000174582],['target']
5,[1.720685999840498],['target'],,,,,,,,10,[2.102112099993974],[]
5,[2.0447772999759763],['target'],,,,,,,,10,[1.2917476000729948],['target']
5,[1.4732732002157718],['target'],,,,,,,,10,[2.4597992000635713],['target']
5,[2.335458399960771],['target'],,,,,,,,10,[1.2226132000796497],[]
5,[2.452177100116387],['target'],,,,,,,,10,[2.365405100164935],['target']
5,[1.989771000109613],['target'],,,,,,,,10,[1.644724200014025],['target']
5,[4.875150700099766],['target'],,,,,,,,10,[1.6282827001996338],[]
5,[1.5239628998097032],[],,,,,,,,10,[1.98655810020864],[]
5,[2.0857283999212086],['target'],,,,,,,,10,[2.4814773998223245],['target']
5,[1.8916511998977512],['target'],,,,,,,,10,[1.7677092000376433],[]
5,[1.2238927001599222],['target'],,,,,,,,10,[2.5083749999757856],['target']
5,[2.0716713999863714],['target'],,,,,,,,10,[2.9522937000729144],['target']
5,[2.1094915999565274],[],,,,,,,,10,[1.7420934999827296],['target']
5,[2.0842071000952274],[],,,,,,,,10,[1.4828433999791741],[]
5,[1.520853399997577],['target'],,,,,,,,10,[2.4799573998898268],['target']
5,[1.86157920002006],['target'],,,,,,,,10,[1.4552325999829918],['target']
5,[3.0577245999593288],['target'],,,,,,,,10,[1.8031997999642044],['target']
5,[1.7727773000951856],['target'],,,,,,,,10,[1.1220835000276566],['target']
5,[1.241239900002256],[],,,,,,,,10,[2.1701038000173867],[]
5,[1.6246053997892886],[],,,,,,,,10,[3.478650900069624],['target']
5,[1.696510500041768],[],,,,,,,,10,[2.219022599980235],[]
5,[1.8244453000370413],['target'],,,,,,,,10,[1.8701224999967963],['target']
5,[1.9124551001004875],['target'],,,,,,,,10,[2.7120594999287277],[]
5,[1.6571014998480678],[],,,,,,,,10,[1.7660062999930233],[]
5,[1.68886570003815],['target'],,,,,,,,10,[1.4490215999539942],[]
5,[1.644255100050941],[],,,,,,,,10,[1.493662100052461],['target']
5,[2.3037085998803377],['target'],,,,,,,,10,[2.9103810999076813],['target']
5,[1.3254082000348717],['target'],,,,,,,,10,[1.673194200033322],[]
5,[1.2418551000300795],['target'],,,,,,,,10,[2.3694106000475585],[]
5,[0.994097099872306],[],,,,,,,,10,[1.9543097999412566],['target']
5,[1.5244051001500338],['target'],,,,,,,,10,[2.5111004000063986],[]
5,[1.8949285000562668],['target'],,,,,,,,10,[1.7333090999163687],[]
5,[1.6284278000239283],[],,,,,,,,10,[1.5513210999779403],[]
5,[2.123955799965188],['target'],,,,,,,,10,[2.085825800197199],['target']
5,[2.05880260001868],[],,,,,,,,10,[1.5858616998884827],[]
5,[1.1128231999464333],['target'],,,,,,,,10,[1.832864600000903],['target']
5,[1.4889086000621319],[],,,,,,,,10,[2.7758412999100983],['target']
5,[1.5402474000584334],['target'],,,,,,,,10,[2.3749883000273257],['target']
5,[1.2651366000063717],['target'],,,,,,,,10,[1.1153194999787956],['target']
5,[1.050969900097698],['target'],,,,,,,,10,[1.392604200169444],['target']
5,[1.1835464001633227],['target'],,,,,,,,10,[1.3310491999145597],['target']
5,[1.7650705000851303],['target'],,,,,,,,10,[1.1114626999478787],['target']
5,[1.5328432000242174],['target'],,,,,,,,10,[1.413397200172767],['target']
5,[1.582300700014457],['target'],,,,,,,,10,[1.7771394001320004],['target']
5,[1.7818811000324786],['target'],,,,,,,,10,[1.246880899881944],['target']
5,[1.1348338001407683],['target'],,,,,,,,10,[1.2621353000868112],['target']
5,[1.361421799985692],['target'],,,,,,,,10,[2.060552799841389],['target']
5,[1.6330379999708384],['target'],,,,,,,,10,[3.140138000017032],['target']
5,[1.4673160000238568],['target'],,,,,,,,10,[3.7039987000171095],['target']
5,[2.8110058000311255],[],,,,,,,,10,[1.3969892000313848],[]
5,[1.0178402001038194],['target'],,,,,,,,10,[1.695166400168091],['target']
5,[1.3322884000372142],['target'],,,,,,,,10,[2.7235105999279767],['target']
5,[1.749177800025791],['target'],,,,,,,,10,[2.0109999000560492],['target']
5,[1.0777749998960644],['target'],,,,,,,,10,[1.7269520000554621],['target']
5,[1.183176799910143],['target'],,,,,,,,10,[1.5927319000475109],['target']
5,[1.606998500181362],['target'],,,,,,,,10,[2.157386500155553],['target']
5,[1.511044800048694],['target'],,,,,,,,10,[1.4098332999274135],['target']
5,[1.2298602999653667],['target'],,,,,,,,10,[1.3817765000276268],['target']
5,[1.278288000030443],['target'],,,,,,,,10,[2.9198229999747127],['target']
5,[1.1289160000160336],['target'],,,,,,,,10,[1.3348417000379413],['target']
5,[1.3199764001183212],['target'],,,,,,,,10,[2.0448171999305487],['target']
5,[1.3902590000070632],['target'],,,,,,,,10,[1.5737118998076767],['target']
5,[2.3084623001050204],['target'],,,,,,,,10,[1.964725400088355],[]
5,[1.9511684000026435],[],,,,,,,,10,[2.0361142000183463],['target']
5,[1.3394435998052359],[],,,,,,,,10,[1.190154999960214],[]
5,[1.7418310998473316],['target'],,,,,,,,10,[1.2801274999510497],['target']
5,[2.2059789998456836],['target'],,,,,,,,10,[1.8345431999769062],['target']
5,[1.0099925000686198],['target'],,,,,,,,10,[1.732358899898827],['target']
5,[1.3552750998642296],[],,,,,,,,10,[1.7587552000768483],['target']
5,[1.2563410999719054],['target'],,,,,,,,10,[1.8048943001776934],['target']
5,[1.923289000056684],['target'],,,,,,,,10,[1.413097299868241],['target']
5,[1.8164083000738174],['target'],,,,,,,,10,[1.4998290999792516],['target']
5,[2.222224700031802],[],,,,,,,,10,[1.8798234001733363],['target']
5,[1.1573967000003904],['target'],,,,,,,,10,[1.2031724001280963],['target']
5,[1.5150171997956932],['target'],,,,,,,,10,[1.3824704000726342],['target']
5,[1.2402803001459688],[],,,,,,,,10,[2.0636892998591065],[]
5,[1.6033060001209378],[],,,,,,,,10,[2.5055629999842495],['target']
5,[1.9396611000411212],['target'],,,,,,,,10,[2.3091919000726193],['target']
5,[1.824244299903512],['target'],,,,,,,,10,[1.9364684999454767],['target']
5,[1.2545966999605298],['target'],,,,,,,,10,[1.2389511000365019],['target']
5,[1.261639499804005],[],,,,,,,,10,[1.6708232001401484],['target']
5,[1.2876653999555856],['target'],,,,,,,,10,[1.587176499888301],['target']
5,[2.0259802998043597],['target'],,,,,,,,10,[1.1488938999827951],['target']
5,[1.2618555999360979],[],,,,,,,,10,[1.5191186000593007],['target']
5,[1.7898073000833392],[],,,,,,,,10,[1.7472125999629498],['target']
5,[1.1921699000522494],[],,,,,,,,10,[2.6187847999390215],[]
5,[1.2091518000233918],['target'],,,,,,,,10,[2.2456918999087065],[]
5,[1.9060653999913484],['target'],,,,,,,,10,[2.495455500204116],['target']
5,[1.5650196000933647],[],,,,,,,,10,[1.9371148999780416],['target']
5,[1.110080599784851],['target'],,,,,,,,10,[1.2307734000496566],['target']
5,[1.3440012000501156],[],,,,,,,,10,[1.7005462001543492],['target']
5,[1.5025025999639183],['target'],,,,,,,,10,[2.429444700013846],[]
5,[1.4274936998263001],['target'],,,,,,,,10,[2.6067921000067145],['target']
5,[1.8241646001115441],['target'],,,,,,,,10,[2.236294199945405],['target']
5,[1.608187299920246],['target'],,,,,,,,10,[1.9563434000592679],['target']
5,[1.4582437998615205],['target'],,,,,,,,10,[2.044710800051689],['target']
5,[2.6176227000541985],['target'],,,,,,,,10,[2.4301511000376195],['target']
5,[1.4291552999056876],['target'],,,,,,,,10,[2.849190300097689],['target']
5,[1.2228421999607235],['target'],,,,,,,,10,[3.344614699948579],['target']
5,[1.237686000065878],['target'],,,,,,,,10,[1.0565456000622362],['target']
