num_distr,mouse.time,mouse.clicked_name,,,,,,,,num_distr,mouse.time,mouse.clicked_name
5,[1.5797640001401305],['target'],,,,,,,,10,[1.7271718999836594],['target']
5,[1.7243689000606537],['target'],,,,,,,,10,[2.1015653999056667],['target']
5,[1.662094899918884],['target'],,,,,,,,10,[1.4735789000988007],[]
5,[1.3617396999616176],['target'],,,,,,,,10,[1.1465922000352293],['target']
5,[1.1952976000029594],[],,,,,,,,10,[2.660775800002739],['target']
5,[1.85899080010131],['target'],,,,,,,,10,[1.4688921999186277],['target']
5,[1.8107453000266105],['target'],,,,,,,,10,[1.5476623000577092],['target']
5,[1.778112499974668],['target'],,,,,,,,10,[2.0850596998352557],['target']
5,[1.8475207001902163],['target'],,,,,,,,10,[1.248042699880898],['target']
5,[2.2237629999872297],['target'],,,,,,,,10,[2.2963084999937564],['target']
5,[1.780412099789828],['target'],,,,,,,,10,[3.481920499820262],['target']
5,[2.341002100147307],['target'],,,,,,,,10,[1.3728558998554945],['target']
5,[1.6292111000511795],[],,,,,,,,10,[2.517281800042838],['target']
5,[1.7542632999829948],['target'],,,,,,,,10,[1.8794187000021338],['target']
5,[1.3026156001724303],['target'],,,,,,,,10,[1.0383874999824911],['target']
5,[1.3106869000475854],['target'],,,,,,,,10,[1.9406364001333714],[]
5,[1.7453354001045227],['target'],,,,,,,,10,[1.0842139997985214],['target']
5,[1.9732923000119627],['target'],,,,,,,,10,[2.298044400056824],['target']
5,[1.4544925999362022],['target'],,,,,,,,10,[1.921427900204435],['target']
5,[1.5259807999245822],['target'],,,,,,,,10,[1.5993968998081982],['target']
5,[1.4718504000920802],['target'],,,,,,,,10,[2.120376900071278],['target']
5,[1.440556799992919],['target'],,,,,,,,10,[1.5231071999296546],['target']
5,[1.4825799998361617],['target'],,,,,,,,10,[1.5022077998146415],['target']
5,[1.351918200030923],['target'],,,,,,,,10,[1.5395923000760376],['target']
5,[1.9041454999241978],['target'],,,,,,,,10,[1.237936699995771],['target']
5,[1.1063431000802666],['target'],,,,,,,,10,[2.4801247001159936],['target']
5,[1.4123223999049515],['target'],,,,,,,,10,[2.261065199971199],['target']
5,[1.6740894000977278],['target'],,,,,,,,10,[3.1405011999886483],['target']
5,[1.6636083000339568],['target'],,,,,,,,10,[1.6455127999652177],['target']
5,[1.3277072999626398],['target'],,,,,,,,10,[1.6203238000161946],[]
5,[1.4871611001435667],['target'],,,,,,,,10,[2.5453906001057476],['target']
5,[1.365904799895361],['target'],,,,,,,,10,[1.891754399985075],['target']
5,[0.957779300166294],['target'],,,,,,,,10,[1.3242105001118034],['target']
5,[1.6591801000759006],['target'],,,,,,,,10,[2.1004946001339704],[]
5,[2.137114299926907],['target'],,,,,,,,10,[1.2786143000703305],['target']
5,[1.8010138999670744],['target'],,,,,,,,10,[1.3412643000483513],['target']
5,[1.4627648999448866],['target'],,,,,,,,10,[1.8645975000690669],['target']
5,[1.1571011000778526],['target'],,,,,,,,10,[1.1537982001900673],[]
5,[1.3098530999850482],[],,,,,,,,10,[2.3617304998915642],['target']
5,[1.2440473998431116],['target'],,,,,,,,10,[1.553793900180608],['target']
5,[0.845725400140509],['target'],,,,,,,,10,[1.5685252000112087],['target']
5,[1.3404781999997795],['target'],,,,,,,,10,[1.7572368001565337],['target']
5,[1.6723446000833064],['target'],,,,,,,,10,[1.3741560999769717],['target']
5,[1.6526205998379737],['target'],,,,,,,,10,[2.2601566000375897],['target']
5,[1.9237100000027567],['target'],,,,,,,,10,[2.0624846001155674],['target']
5,[1.2054871001746505],['target'],,,,,,,,10,[2.4382344000041485],['target']
5,[1.295814200071618],['target'],,,,,,,,10,[1.1082607000134885],['target']
5,[1.4702097999397665],[],,,,,,,,10,[1.9075334998778999],['target']
5,[1.7755179000087082],['target'],,,,,,,,10,[2.3192324999254197],['target']
5,[1.7909532999619842],['target'],,,,,,,,10,[2.124335499946028],['target']
5,[1.1603725999593735],['target'],,,,,,,,10,[1.6155499999877065],['target']
5,[1.4415631000883877],['target'],,,,,,,,10,[1.3500475001055747],['target']
5,[1.0705538000911474],['target'],,,,,,,,10,[3.5329756999854],['target']
5,[1.2902944998349994],['target'],,,,,,,,10,[1.484752300195396],['target']
5,[1.2762430000584573],['target'],,,,,,,,10,[1.611235000193119],['target']
5,[1.1224986999295652],['target'],,,,,,,,10,[2.2241052000317723],['target']
5,[1.508473599795252],['target'],,,,,,,,10,[1.7672350001521409],[]
5,[1.2098538000136614],['target'],,,,,,,,10,[1.5165415001101792],['target']
5,[1.8010299999732524],['target'],,,,,,,,10,[1.5714978000614792],['target']
5,[1.1587564998771995],['target'],,,,,,,,10,[1.1166067000012845],['target']
5,[1.9750710998196155],['target'],,,,,,,,10,[2.412856000009924],['target']
5,[1.4129105999600142],['target'],,,,,,,,10,[1.9758611000142992],['target']
5,[1.9568199999630451],['target'],,,,,,,,10,[2.2611510998103768],['target']
5,[1.8568492999766022],['target'],,,,,,,,10,[2.071686699986458],['target']
5,[2.078537299996242],['target'],,,,,,,,10,[2.3807711000554264],['target']
5,[1.4366852000821382],['target'],,,,,,,,10,[1.5376999999862164],['target']
5,[1.5934500000439584],['target'],,,,,,,,10,[1.5505570999812335],[]
5,[2.1767551000230014],['target'],,,,,,,,10,[1.315009699901566],['target']
5,[1.4104386998806149],['target'],,,,,,,,10,[2.492224299814552],['target']
5,[1.585371599998325],['target'],,,,,,,,10,[1.5377585999667645],['target']
5,[3.007792699849233],['target'],,,,,,,,10,[1.3158472999930382],[]
5,[1.3798549000639468],['target'],,,,,,,,10,[1.5349217001348734],['target']
5,[1.7082801000215113],['target'],,,,,,,,10,[1.0959954999852926],['target']
5,[1.2969538001343608],['target'],,,,,,,,10,[2.2450550999492407],['target']
5,[1.3759851001668721],['target'],,,,,,,,10,[4.10174319986254],['target']
5,[1.9390710999723524],['target'],,,,,,,,10,[1.1556220999918878],['target']
5,[1.3442416999023408],['target'],,,,,,,,10,[1.2539725000970066],['target']
5,[1.5518171999137849],['target'],,,,,,,,10,[1.5377256001811475],['target']
5,[1.1503886999562383],['target'],,,,,,,,10,[2.1303711000364274],['target']
5,[1.6642638000193983],['target'],,,,,,,,10,[3.2118190999608487],['target']
5,[1.5092466999776661],['target'],,,,,,,,10,[2.631376000121236],['target']
5,[1.3496463999617845],['target'],,,,,,,,10,[2.5224936997983605],['target']
5,[1.2938157001044601],['target'],,,,,,,,10,[1.5826350001152605],['target']
5,[1.6966765001416206],['target'],,,,,,,,10,[1.6990060000680387],['target']
5,[2.5678183001000434],['target'],,,,,,,,10,[1.646619000006467],['target']
5,[2.3378976001404226],['target'],,,,,,,,10,[1.3170692999847233],['target']
5,[2.1715694000013173],['target'],,,,,,,,10,[1.9570632998365909],['target']
5,[2.060425499919802],['target'],,,,,,,,10,[1.561496099922806],['target']
5,[1.8927980000153184],['target'],,,,,,,,10,[2.0333680999465287],['target']
5,[1.3451068999711424],['target'],,,,,,,,10,[2.916057600174099],['target']
5,[1.2456079002004117],['target'],,,,,,,,10,[1.357144699897617],['target']
5,[1.2562524999957532],[],,,,,,,,10,[1.7478294998873025],['target']
5,[1.6429247001651675],['target'],,,,,,,,10,[2.172228000126779],['target']
5,[1.0827404998708516],['target'],,,,,,,,10,[1.2407116999384016],['target']
5,[1.810204500099644],['target'],,,,,,,,10,[1.810564500046894],['target']
5,[1.2153753999155015],['target'],,,,,,,,10,[1.8824846998322755],['target']
5,[1.442759099882096],['target'],,,,,,,,10,[1.857687999960035],['target']
5,[1.5373683997895569],['target'],,,,,,,,10,[1.3168044998310506],['target']
5,[1.6544051999226213],['target'],,,,,,,,10,[1.481142499949783],['target']
5,[1.4907602001912892],['target'],,,,,,,,10,[2.062948500039056],['target']
5,[1.9040554999373853],['target'],,,,,,,,10,[1.5858750001061708],['target']
5,[1.574635999975726],['target'],,,,,,,,10,[1.9796028998680413],['target']
5,[1.7764562000520527],['target'],,,,,,,,10,[1.8066179000306875],['target']
5,[1.5515621998347342],['target'],,,,,,,,10,[2.444581699790433],[]
5,[2.1226530999410897],['target'],,,,,,,,10,[3.1330464000348],['target']
5,[2.115341999800876],['target'],,,,,,,,10,[1.9765248999465257],['target']
5,[1.7261339998804033],['target'],,,,,,,,10,[1.3125642999075353],['target']
5,[1.6562785999849439],['target'],,,,,,,,10,[3.452931199921295],['target']
5,[1.327820299891755],['target'],,,,,,,,10,[1.1679500001482666],['target']
5,[1.4408534998074174],['target'],,,,,,,,10,[1.5662697998341173],['target']
5,[1.647227399982512],[],,,,,,,,10,[2.004002899862826],['target']
5,[2.0472401999868453],['target'],,,,,,,,10,[2.5708837998099625],['target']
5,[1.413131499895826],[],,,,,,,,10,[1.7676762000191957],['target']
5,[1.7253185000736266],['target'],,,,,,,,10,[1.6304633000399917],['target']
5,[1.3264230000786483],['target'],,,,,,,,10,[1.9547236000653356],['target']
5,[1.5098800000268966],['target'],,,,,,,,10,[1.782888000132516],['target']
5,[1.031350800069049],['target'],,,,,,,,10,[1.589608799898997],['target']
5,[1.4608271999750286],['target'],,,,,,,,10,[1.5398055000696331],['target']
5,[1.8925733999349177],['target'],,,,,,,,10,[2.353567299898714],['target']
5,[1.8181392000988126],[],,,,,,,,10,[1.4162481999956071],['target']
5,[1.886873299954459],[],,,,,,,,10,[1.560084099881351],['target']
5,[1.3604401999618858],[],,,,,,,,10,[3.1839089000131935],['target']
5,[2.2167424999643117],['target'],,,,,,,,10,[1.6060685999691486],[]
5,[2.392799499910325],[],,,,,,,,10,[1.45578009984456],['target']
5,[1.4195590999443084],['target'],,,,,,,,10,[2.3615348001476377],['target']
5,[1.5775754998903722],['target'],,,,,,,,10,[3.2603289000689983],['target']
5,[1.5575671000406146],['target'],,,,,,,,10,[1.9478815000038594],[]
5,[1.7292593999300152],['target'],,,,,,,,10,[1.4987641000188887],['target']
5,[1.5500143999233842],['target'],,,,,,,,10,[2.620753200026229],[]
5,[1.395469899987802],['target'],,,,,,,,10,[1.1590320002287626],['target']
5,[2.147813099902123],['target'],,,,,,,,10,[1.4895464000292122],['target']
5,[2.6291221999563277],['target'],,,,,,,,10,[1.972173900110647],[]
5,[2.0622588000260293],['target'],,,,,,,,10,[2.0156827000901103],['target']
5,[1.783356700092554],['target'],,,,,,,,10,[2.408354900078848],['target']
5,[1.531543199904263],['target'],,,,,,,,10,[1.4707728000357747],['target']
5,[2.5497245001606643],['target'],,,,,,,,10,[3.2173552999738604],['target']
,,,,,,,,,,10,[1.3204612999688834],['target']
,,,,,,,,,,10,[1.5364436998497695],['target']
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
